Admission Date,Admissions,Location
2026-02-15,15,Hospital_3
2026-02-16,25,Hospital_3
2026-02-17,23,Hospital_3
2026-02-18,32,Hospital_3
2026-02-19,22,Hospital_3
2026-02-20,14,Hospital_3
2026-02-21,1,Hospital_3
2026-02-22,9,Hospital_3
2026-02-23,18,Hospital_3
2026-02-24,15,Hospital_3
2026-02-25,12,Hospital_3
2026-02-26,20,Hospital_3
2026-02-27,18,Hospital_3
2026-02-28,1,Hospital_3
2026-03-01,9,Hospital_3
2026-03-02,15,Hospital_3
2026-03-03,14,Hospital_3
2026-03-04,12,Hospital_3
2026-03-05,11,Hospital_3
2026-03-06,12,Hospital_3
2026-03-07,1,Hospital_3
2026-03-08,9,Hospital_3
2026-03-09,18,Hospital_3
2026-03-10,15,Hospital_3
2026-03-11,18,Hospital_3
2026-03-12,15,Hospital_3
2026-03-13,22,Hospital_3
2026-03-14,1,Hospital_3
2026-03-15,18,Hospital_3
2026-03-16,12,Hospital_3
2026-03-17,19,Hospital_3
2026-03-18,14,Hospital_3
2026-03-19,1,Hospital_3
2026-03-20,1,Hospital_3
2026-03-21,1,Hospital_3
2026-03-22,1,Hospital_3
2026-03-23,16,Hospital_3
2026-03-24,20,Hospital_3
2026-03-25,16,Hospital_3
2026-03-26,21,Hospital_3
2026-03-27,21,Hospital_3
2026-03-28,2,Hospital_3
2026-03-29,23,Hospital_3
2026-03-30,16,Hospital_3
2026-03-31,22,Hospital_3
2026-04-01,25,Hospital_3
2026-04-02,22,Hospital_3
2026-04-03,29,Hospital_3
2026-04-04,1,Hospital_3
2026-04-05,21,Hospital_3
2026-04-06,31,Hospital_3
2026-04-07,34,Hospital_3
2026-04-08,29,Hospital_3
2026-04-09,34,Hospital_3
2026-04-10,32,Hospital_3
2026-04-11,1,Hospital_3
2026-04-12,26,Hospital_3
2026-04-13,25,Hospital_3
2026-04-14,34,Hospital_3
2026-04-15,22,Hospital_3
2026-04-16,34,Hospital_3
2026-04-17,23,Hospital_3
2026-04-18,1,Hospital_3
2026-04-19,22,Hospital_3
2026-04-20,27,Hospital_3
2026-04-21,21,Hospital_3
2026-04-22,28,Hospital_3
2026-04-23,30,Hospital_3
2026-04-24,35,Hospital_3
2026-04-25,1,Hospital_3
2026-04-26,20,Hospital_3
2026-04-27,30,Hospital_3
2026-04-28,23,Hospital_3
2026-04-29,22,Hospital_3
2026-04-30,29,Hospital_3
2026-05-01,15,Hospital_3
2026-05-02,1,Hospital_3
2026-05-03,13,Hospital_3
2026-05-04,13,Hospital_3
2026-05-05,18,Hospital_3
2026-05-06,30,Hospital_3
2026-05-07,25,Hospital_3
2026-05-08,20,Hospital_3
2026-05-09,1,Hospital_3
2026-05-10,22,Hospital_3
2026-05-11,13,Hospital_3
2026-05-12,23,Hospital_3
2026-05-13,23,Hospital_3
2026-05-14,24,Hospital_3
2026-05-15,23,Hospital_3
2026-05-16,1,Hospital_3
2026-05-17,22,Hospital_3
2026-05-18,17,Hospital_3
2026-05-19,21,Hospital_3
2026-05-20,15,Hospital_3
2026-05-21,28,Hospital_3
2026-05-22,24,Hospital_3
2026-05-23,1,Hospital_3
2026-05-24,19,Hospital_3
2026-05-25,17,Hospital_3
2026-05-26,1,Hospital_3
2026-05-27,1,Hospital_3
2026-05-28,1,Hospital_3
2026-05-29,1,Hospital_3
2026-05-30,1,Hospital_3
2026-05-31,18,Hospital_3
2026-06-01,12,Hospital_3
2026-06-02,21,Hospital_3
2026-06-03,9,Hospital_3
2026-06-04,23,Hospital_3
2026-06-05,23,Hospital_3
2026-06-06,1,Hospital_3
2026-06-07,19,Hospital_3
2026-06-08,26,Hospital_3
2026-06-09,27,Hospital_3
2026-06-10,30,Hospital_3
2026-06-11,28,Hospital_3
2026-06-12,29,Hospital_3
2026-06-13,2,Hospital_3
2026-06-14,24,Hospital_3
2026-06-15,23,Hospital_3
2026-06-16,37,Hospital_3
2026-06-17,25,Hospital_3
2026-06-18,31,Hospital_3
2026-06-19,33,Hospital_3
2026-06-20,1,Hospital_3
2026-06-21,18,Hospital_3
2026-06-22,20,Hospital_3
2026-06-23,26,Hospital_3
2026-06-24,31,Hospital_3
2026-06-25,26,Hospital_3
2026-06-26,31,Hospital_3
2026-06-27,1,Hospital_3
2026-06-28,13,Hospital_3
2026-06-29,25,Hospital_3
2026-06-30,25,Hospital_3
2022-06-01,40,Hospital_4
2022-06-02,38,Hospital_4
2022-06-03,36,Hospital_4
2022-06-04,36,Hospital_4
2022-06-05,7,Hospital_4
2022-06-06,37,Hospital_4
2022-06-07,38,Hospital_4
2022-06-08,30,Hospital_4
2022-06-09,39,Hospital_4
2022-06-10,30,Hospital_4
2022-06-11,31,Hospital_4
2022-06-12,9,Hospital_4
2022-06-13,33,Hospital_4
2022-06-14,39,Hospital_4
2022-06-15,37,Hospital_4
2022-06-16,32,Hospital_4
2022-06-17,35,Hospital_4
2022-06-18,37,Hospital_4
2022-06-19,16,Hospital_4
2022-06-20,44,Hospital_4
2022-06-21,35,Hospital_4
2022-06-22,44,Hospital_4
2022-06-23,30,Hospital_4
2022-06-24,25,Hospital_4
2022-06-25,30,Hospital_4
2022-06-26,11,Hospital_4
2022-06-27,50,Hospital_4
2022-06-28,30,Hospital_4
2022-06-29,36,Hospital_4
2022-06-30,35,Hospital_4
2022-07-01,38,Hospital_4
2022-07-02,35,Hospital_4
2022-07-03,10,Hospital_4
2022-07-04,42,Hospital_4
2022-07-05,46,Hospital_4
2022-07-06,39,Hospital_4
2022-07-07,42,Hospital_4
2022-07-08,6,Hospital_4
2022-07-09,3,Hospital_4
2022-07-10,4,Hospital_4
2022-07-11,10,Hospital_4
2022-07-12,35,Hospital_4
2022-07-13,23,Hospital_4
2022-07-14,34,Hospital_4
2022-07-15,23,Hospital_4
2022-07-16,27,Hospital_4
2022-07-17,11,Hospital_4
2022-07-18,34,Hospital_4
2022-07-19,21,Hospital_4
2022-07-20,32,Hospital_4
2022-07-21,35,Hospital_4
2022-07-22,20,Hospital_4
2022-07-23,29,Hospital_4
2022-07-24,8,Hospital_4
2022-07-25,32,Hospital_4
2022-07-26,42,Hospital_4
2022-07-27,33,Hospital_4
2022-07-28,39,Hospital_4
2022-07-29,27,Hospital_4
2022-07-30,8,Hospital_4
2022-07-31,12,Hospital_4
2022-08-01,38,Hospital_4
2022-08-02,37,Hospital_4
2022-08-03,21,Hospital_4
2022-08-04,34,Hospital_4
2022-08-05,22,Hospital_4
2022-08-06,37,Hospital_4
2022-08-07,11,Hospital_4
2022-08-08,36,Hospital_4
2022-08-09,36,Hospital_4
2022-08-10,38,Hospital_4
2022-08-11,37,Hospital_4
2022-08-12,31,Hospital_4
2022-08-13,33,Hospital_4
2022-08-14,12,Hospital_4
2022-08-15,37,Hospital_4
2022-08-16,40,Hospital_4
2022-08-17,36,Hospital_4
2022-08-18,40,Hospital_4
2022-08-19,35,Hospital_4
2022-08-20,32,Hospital_4
2022-08-21,13,Hospital_4
2022-08-22,38,Hospital_4
2022-08-23,37,Hospital_4
2022-08-24,38,Hospital_4
2022-08-25,33,Hospital_4
2022-08-26,36,Hospital_4
2022-08-27,37,Hospital_4
2022-08-28,8,Hospital_4
2022-08-29,29,Hospital_4
2022-08-30,40,Hospital_4
2022-08-31,36,Hospital_4
2022-09-01,33,Hospital_4
2022-09-02,30,Hospital_4
2022-09-03,36,Hospital_4
2022-09-04,16,Hospital_4
2022-09-05,31,Hospital_4
2022-09-06,35,Hospital_4
2022-09-07,25,Hospital_4
2022-09-08,33,Hospital_4
2022-09-09,31,Hospital_4
2022-09-10,32,Hospital_4
2022-09-11,17,Hospital_4
2022-09-12,43,Hospital_4
2022-09-13,27,Hospital_4
2022-09-14,31,Hospital_4
2022-09-15,33,Hospital_4
2022-09-16,35,Hospital_4
2022-09-17,21,Hospital_4
2022-09-18,17,Hospital_4
2022-09-19,43,Hospital_4
2022-09-20,23,Hospital_4
2022-09-21,38,Hospital_4
2022-09-22,30,Hospital_4
2022-09-23,30,Hospital_4
2022-09-24,25,Hospital_4
2022-09-25,11,Hospital_4
2022-09-26,32,Hospital_4
2022-09-27,30,Hospital_4
2022-09-28,29,Hospital_4
2022-09-29,34,Hospital_4
2022-09-30,28,Hospital_4
2022-10-01,40,Hospital_4
2022-10-02,11,Hospital_4
2022-10-03,32,Hospital_4
2022-10-04,35,Hospital_4
2022-10-05,30,Hospital_4
2022-10-06,35,Hospital_4
2022-10-07,26,Hospital_4
2022-10-08,12,Hospital_4
2022-10-09,13,Hospital_4
2022-10-10,29,Hospital_4
2022-10-11,28,Hospital_4
2022-10-12,38,Hospital_4
2022-10-13,34,Hospital_4
2022-10-14,30,Hospital_4
2022-10-15,22,Hospital_4
2022-10-16,22,Hospital_4
2022-10-17,42,Hospital_4
2022-10-18,32,Hospital_4
2022-10-19,31,Hospital_4
2022-10-20,34,Hospital_4
2022-10-21,34,Hospital_4
2022-10-22,26,Hospital_4
2022-10-23,20,Hospital_4
2022-10-24,36,Hospital_4
2022-10-25,31,Hospital_4
2022-10-26,27,Hospital_4
2022-10-27,28,Hospital_4
2022-10-28,26,Hospital_4
2022-10-29,28,Hospital_4
2022-10-30,13,Hospital_4
2022-10-31,30,Hospital_4
2022-11-01,36,Hospital_4
2022-11-02,34,Hospital_4
2022-11-03,22,Hospital_4
2022-11-04,33,Hospital_4
2022-11-05,4,Hospital_4
2022-11-06,35,Hospital_4
2022-11-07,23,Hospital_4
2022-11-08,37,Hospital_4
2022-11-09,26,Hospital_4
2022-11-10,35,Hospital_4
2022-11-11,32,Hospital_4
2022-11-12,30,Hospital_4
2022-11-13,15,Hospital_4
2022-11-14,22,Hospital_4
2022-11-15,31,Hospital_4
2022-11-16,31,Hospital_4
2022-11-17,34,Hospital_4
2022-11-18,40,Hospital_4
2022-11-19,26,Hospital_4
2022-11-20,14,Hospital_4
2022-11-21,33,Hospital_4
2022-11-22,24,Hospital_4
2022-11-23,34,Hospital_4
2022-11-24,25,Hospital_4
2022-11-25,29,Hospital_4
2022-11-26,15,Hospital_4
2022-11-27,12,Hospital_4
2022-11-28,31,Hospital_4
2022-11-29,33,Hospital_4
2022-11-30,41,Hospital_4
2022-12-01,22,Hospital_4
2022-12-02,20,Hospital_4
2022-12-03,8,Hospital_4
2022-12-04,17,Hospital_4
2022-12-05,38,Hospital_4
2022-12-06,34,Hospital_4
2022-12-07,33,Hospital_4
2022-12-08,27,Hospital_4
2022-12-09,24,Hospital_4
2022-12-10,25,Hospital_4
2022-12-11,12,Hospital_4
2022-12-12,31,Hospital_4
2022-12-13,30,Hospital_4
2022-12-14,23,Hospital_4
2022-12-15,26,Hospital_4
2022-12-16,25,Hospital_4
2022-12-17,26,Hospital_4
2022-12-18,11,Hospital_4
2022-12-19,28,Hospital_4
2022-12-20,41,Hospital_4
2022-12-21,30,Hospital_4
2022-12-22,30,Hospital_4
2022-12-23,22,Hospital_4
2022-12-24,18,Hospital_4
2022-12-25,15,Hospital_4
2022-12-26,26,Hospital_4
2022-12-27,34,Hospital_4
2022-12-28,27,Hospital_4
2022-12-29,27,Hospital_4
2022-12-30,20,Hospital_4
2022-12-31,10,Hospital_4
2023-01-01,17,Hospital_4
2023-01-02,32,Hospital_4
2023-01-03,33,Hospital_4
2023-01-04,30,Hospital_4
2023-01-05,35,Hospital_4
2023-01-06,23,Hospital_4
2023-01-07,26,Hospital_4
2023-01-08,13,Hospital_4
2023-01-09,28,Hospital_4
2023-01-10,29,Hospital_4
2023-01-11,33,Hospital_4
2023-01-12,33,Hospital_4
2023-01-13,28,Hospital_4
2023-01-14,31,Hospital_4
2023-01-15,20,Hospital_4
2023-01-16,36,Hospital_4
2023-01-17,27,Hospital_4
2023-01-18,31,Hospital_4
2023-01-19,46,Hospital_4
2023-01-20,28,Hospital_4
2023-01-21,21,Hospital_4
2023-01-22,15,Hospital_4
2023-01-23,39,Hospital_4
2023-01-24,29,Hospital_4
2023-01-25,26,Hospital_4
2023-01-26,35,Hospital_4
2023-01-27,38,Hospital_4
2023-01-28,30,Hospital_4
2023-01-29,19,Hospital_4
2023-01-30,30,Hospital_4
2023-01-31,29,Hospital_4
2023-02-01,31,Hospital_4
2023-02-02,36,Hospital_4
2023-02-03,28,Hospital_4
2023-02-04,26,Hospital_4
2023-02-05,24,Hospital_4
2023-02-06,26,Hospital_4
2023-02-07,41,Hospital_4
2023-02-08,41,Hospital_4
2023-02-09,38,Hospital_4
2023-02-10,30,Hospital_4
2023-02-11,30,Hospital_4
2023-02-12,16,Hospital_4
2023-02-13,30,Hospital_4
2023-02-14,26,Hospital_4
2023-02-15,25,Hospital_4
2023-02-16,30,Hospital_4
2023-02-17,20,Hospital_4
2023-02-18,24,Hospital_4
2023-02-19,14,Hospital_4
2023-02-20,36,Hospital_4
2023-02-21,37,Hospital_4
2023-02-22,27,Hospital_4
2023-02-23,31,Hospital_4
2023-02-24,26,Hospital_4
2023-02-25,25,Hospital_4
2023-02-26,19,Hospital_4
2023-02-27,35,Hospital_4
2023-02-28,34,Hospital_4
2023-03-01,34,Hospital_4
2023-03-02,23,Hospital_4
2023-03-03,26,Hospital_4
2023-03-04,23,Hospital_4
2023-03-05,13,Hospital_4
2023-03-06,22,Hospital_4
2023-03-07,35,Hospital_4
2023-03-08,36,Hospital_4
2023-03-09,32,Hospital_4
2023-03-10,23,Hospital_4
2023-03-11,22,Hospital_4
2023-03-12,21,Hospital_4
2023-03-13,32,Hospital_4
2023-03-14,40,Hospital_4
2023-03-15,29,Hospital_4
2023-03-16,37,Hospital_4
2023-03-17,29,Hospital_4
2023-03-18,25,Hospital_4
2023-03-19,23,Hospital_4
2023-03-20,29,Hospital_4
2023-03-21,45,Hospital_4
2023-03-22,39,Hospital_4
2023-03-23,35,Hospital_4
2023-03-24,22,Hospital_4
2023-03-25,28,Hospital_4
2023-03-26,12,Hospital_4
2023-03-27,36,Hospital_4
2023-03-28,24,Hospital_4
2023-03-29,32,Hospital_4
2023-03-30,31,Hospital_4
2023-03-31,26,Hospital_4
2023-04-01,22,Hospital_4
2023-04-02,9,Hospital_4
2023-04-03,24,Hospital_4
2023-04-04,27,Hospital_4
2023-04-05,34,Hospital_4
2023-04-06,24,Hospital_4
2023-04-07,24,Hospital_4
2023-04-08,19,Hospital_4
2023-04-09,18,Hospital_4
2023-04-10,27,Hospital_4
2023-04-11,22,Hospital_4
2023-04-12,35,Hospital_4
2023-04-13,28,Hospital_4
2023-04-14,18,Hospital_4
2023-04-15,26,Hospital_4
2023-04-16,13,Hospital_4
2023-04-17,24,Hospital_4
2023-04-18,31,Hospital_4
2023-04-19,18,Hospital_4
2023-04-20,10,Hospital_4
2023-04-21,3,Hospital_4
2023-04-22,8,Hospital_4
2023-04-23,8,Hospital_4
2023-04-24,23,Hospital_4
2023-04-25,26,Hospital_4
2023-04-26,35,Hospital_4
2023-04-27,34,Hospital_4
2023-04-28,32,Hospital_4
2023-04-29,20,Hospital_4
2023-04-30,15,Hospital_4
2023-05-01,44,Hospital_4
2023-05-02,37,Hospital_4
2023-05-03,33,Hospital_4
2023-05-04,34,Hospital_4
2023-05-05,23,Hospital_4
2023-05-06,22,Hospital_4
2023-05-07,17,Hospital_4
2023-05-08,38,Hospital_4
2023-05-09,26,Hospital_4
2023-05-10,37,Hospital_4
2023-05-11,30,Hospital_4
2023-05-12,20,Hospital_4
2023-05-13,16,Hospital_4
2023-05-14,8,Hospital_4
2023-05-15,37,Hospital_4
2023-05-16,27,Hospital_4
2023-05-17,36,Hospital_4
2023-05-18,36,Hospital_4
2023-05-19,25,Hospital_4
2023-05-20,26,Hospital_4
2023-05-21,12,Hospital_4
2023-05-22,33,Hospital_4
2023-05-23,29,Hospital_4
2023-05-24,31,Hospital_4
2023-05-25,34,Hospital_4
2023-05-26,31,Hospital_4
2023-05-27,29,Hospital_4
2023-05-28,19,Hospital_4
2023-05-29,33,Hospital_4
2023-05-30,38,Hospital_4
2023-05-31,37,Hospital_4
2023-06-01,38,Hospital_4
2023-06-02,34,Hospital_4
2023-06-03,33,Hospital_4
2023-06-04,18,Hospital_4
2023-06-05,41,Hospital_4
2023-06-06,24,Hospital_4
2023-06-07,31,Hospital_4
2023-06-08,28,Hospital_4
2023-06-09,35,Hospital_4
2023-06-10,27,Hospital_4
2023-06-11,16,Hospital_4
2023-06-12,26,Hospital_4
2023-06-13,36,Hospital_4
2023-06-14,33,Hospital_4
2023-06-15,43,Hospital_4
2023-06-16,32,Hospital_4
2023-06-17,24,Hospital_4
2023-06-18,25,Hospital_4
2023-06-19,31,Hospital_4
2023-06-20,43,Hospital_4
2023-06-21,34,Hospital_4
2023-06-22,38,Hospital_4
2023-06-23,32,Hospital_4
2023-06-24,26,Hospital_4
2023-06-25,15,Hospital_4
2023-06-26,29,Hospital_4
2023-06-27,6,Hospital_4
2023-06-28,3,Hospital_4
2023-06-29,5,Hospital_4
2023-06-30,7,Hospital_4
2023-07-01,21,Hospital_4
2023-07-02,22,Hospital_4
2023-07-03,35,Hospital_4
2023-07-04,31,Hospital_4
2023-07-05,36,Hospital_4
2023-07-06,34,Hospital_4
2023-07-07,34,Hospital_4
2023-07-08,15,Hospital_4
2023-07-09,11,Hospital_4
2023-07-10,33,Hospital_4
2023-07-11,35,Hospital_4
2023-07-12,34,Hospital_4
2023-07-13,37,Hospital_4
2023-07-14,36,Hospital_4
2023-07-15,32,Hospital_4
2023-07-16,18,Hospital_4
2023-07-17,43,Hospital_4
2023-07-18,22,Hospital_4
2023-07-19,28,Hospital_4
2023-07-20,32,Hospital_4
2023-07-21,24,Hospital_4
2023-07-22,18,Hospital_4
2023-07-23,18,Hospital_4
2023-07-24,31,Hospital_4
2023-07-25,24,Hospital_4
2023-07-26,39,Hospital_4
2023-07-27,31,Hospital_4
2023-07-28,25,Hospital_4
2023-07-29,28,Hospital_4
2023-07-30,23,Hospital_4
2023-07-31,28,Hospital_4
2023-08-01,32,Hospital_4
2023-08-02,33,Hospital_4
2023-08-03,38,Hospital_4
2023-08-04,31,Hospital_4
2023-08-05,22,Hospital_4
2023-08-06,26,Hospital_4
2023-08-07,29,Hospital_4
2023-08-08,22,Hospital_4
2023-08-09,34,Hospital_4
2023-08-10,31,Hospital_4
2023-08-11,26,Hospital_4
2023-08-12,29,Hospital_4
2023-08-13,19,Hospital_4
2023-08-14,35,Hospital_4
2023-08-15,31,Hospital_4
2023-08-16,33,Hospital_4
2023-08-17,44,Hospital_4
2023-08-18,31,Hospital_4
2023-08-19,27,Hospital_4
2023-08-20,7,Hospital_4
2023-08-21,36,Hospital_4
2023-08-22,31,Hospital_4
2023-08-23,31,Hospital_4
2023-08-24,26,Hospital_4
2023-08-25,32,Hospital_4
2023-08-26,33,Hospital_4
2023-08-27,7,Hospital_4
2023-08-28,26,Hospital_4
2023-08-29,19,Hospital_4
2023-08-30,29,Hospital_4
2023-08-31,31,Hospital_4
2023-09-01,29,Hospital_4
2023-09-02,22,Hospital_4
2023-09-03,16,Hospital_4
2023-09-04,22,Hospital_4
2023-09-05,30,Hospital_4
2023-09-06,29,Hospital_4
2023-09-07,34,Hospital_4
2023-09-08,22,Hospital_4
2023-09-09,27,Hospital_4
2023-09-10,23,Hospital_4
2023-09-11,31,Hospital_4
2023-09-12,38,Hospital_4
2023-09-13,31,Hospital_4
2023-09-14,30,Hospital_4
2023-09-15,31,Hospital_4
2023-09-16,24,Hospital_4
2023-09-17,15,Hospital_4
2023-09-18,34,Hospital_4
2023-09-19,37,Hospital_4
2023-09-20,29,Hospital_4
2023-09-21,27,Hospital_4
2023-09-22,36,Hospital_4
2023-09-23,22,Hospital_4
2023-09-24,14,Hospital_4
2023-09-25,36,Hospital_4
2023-09-26,36,Hospital_4
2023-09-27,46,Hospital_4
2023-09-28,37,Hospital_4
2023-09-29,12,Hospital_4
2023-09-30,27,Hospital_4
2023-10-01,22,Hospital_4
2023-10-02,38,Hospital_4
2023-10-03,33,Hospital_4
2023-10-04,33,Hospital_4
2023-10-05,33,Hospital_4
2023-10-06,34,Hospital_4
2023-10-07,35,Hospital_4
2023-10-08,10,Hospital_4
2023-10-09,36,Hospital_4
2023-10-10,43,Hospital_4
2023-10-11,34,Hospital_4
2023-10-12,32,Hospital_4
2023-10-13,33,Hospital_4
2023-10-14,35,Hospital_4
2023-10-15,28,Hospital_4
2023-10-16,35,Hospital_4
2023-10-17,38,Hospital_4
2023-10-18,37,Hospital_4
2023-10-19,36,Hospital_4
2023-10-20,37,Hospital_4
2023-10-21,33,Hospital_4
2023-10-22,18,Hospital_4
2023-10-23,37,Hospital_4
2023-10-24,40,Hospital_4
2023-10-25,36,Hospital_4
2023-10-26,28,Hospital_4
2023-10-27,30,Hospital_4
2023-10-28,21,Hospital_4
2023-10-29,27,Hospital_4
2023-10-30,33,Hospital_4
2023-10-31,41,Hospital_4
2023-11-01,24,Hospital_4
2023-11-02,32,Hospital_4
2023-11-03,27,Hospital_4
2023-11-04,27,Hospital_4
2023-11-05,14,Hospital_4
2023-11-06,51,Hospital_4
2023-11-07,39,Hospital_4
2023-11-08,35,Hospital_4
2023-11-09,32,Hospital_4
2023-11-10,37,Hospital_4
2023-11-11,21,Hospital_4
2023-11-12,21,Hospital_4
2023-11-13,28,Hospital_4
2023-11-14,32,Hospital_4
2023-11-15,44,Hospital_4
2023-11-16,26,Hospital_4
2023-11-17,35,Hospital_4
2023-11-18,27,Hospital_4
2023-11-19,16,Hospital_4
2023-11-20,32,Hospital_4
2023-11-21,29,Hospital_4
2023-11-22,47,Hospital_4
2023-11-23,35,Hospital_4
2023-11-24,37,Hospital_4
2023-11-25,23,Hospital_4
2023-11-26,22,Hospital_4
2023-11-27,37,Hospital_4
2023-11-28,38,Hospital_4
2023-11-29,26,Hospital_4
2023-11-30,24,Hospital_4
2023-12-01,32,Hospital_4
2023-12-02,15,Hospital_4
2023-12-03,16,Hospital_4
2023-12-04,15,Hospital_4
2023-12-05,50,Hospital_4
2023-12-06,35,Hospital_4
2023-12-07,44,Hospital_4
2023-12-08,41,Hospital_4
2023-12-09,28,Hospital_4
2023-12-10,22,Hospital_4
2023-12-11,35,Hospital_4
2023-12-12,44,Hospital_4
2023-12-13,33,Hospital_4
2023-12-14,32,Hospital_4
2023-12-15,39,Hospital_4
2023-12-16,30,Hospital_4
2023-12-17,23,Hospital_4
2023-12-18,39,Hospital_4
2023-12-19,37,Hospital_4
2023-12-20,39,Hospital_4
2023-12-21,32,Hospital_4
2023-12-22,36,Hospital_4
2023-12-23,34,Hospital_4
2023-12-24,22,Hospital_4
2023-12-25,38,Hospital_4
2023-12-26,44,Hospital_4
2023-12-27,32,Hospital_4
2023-12-28,24,Hospital_4
2023-12-29,31,Hospital_4
2023-12-30,25,Hospital_4
2023-12-31,14,Hospital_4
2024-01-01,12,Hospital_4
2024-01-02,37,Hospital_4
2024-01-03,36,Hospital_4
2024-01-04,34,Hospital_4
2024-01-05,28,Hospital_4
2024-01-06,25,Hospital_4
2024-01-07,12,Hospital_4
2024-01-08,33,Hospital_4
2024-01-09,42,Hospital_4
2024-01-10,38,Hospital_4
2024-01-11,38,Hospital_4
2024-01-12,26,Hospital_4
2024-01-13,33,Hospital_4
2024-01-14,15,Hospital_4
2024-01-15,40,Hospital_4
2024-01-16,36,Hospital_4
2024-01-17,37,Hospital_4
2024-01-18,31,Hospital_4
2024-01-19,24,Hospital_4
2024-01-20,30,Hospital_4
2024-01-21,19,Hospital_4
2024-01-22,33,Hospital_4
2024-01-23,37,Hospital_4
2024-01-24,36,Hospital_4
2024-01-25,29,Hospital_4
2024-01-26,38,Hospital_4
2024-01-27,37,Hospital_4
2024-01-28,14,Hospital_4
2024-01-29,39,Hospital_4
2024-01-30,31,Hospital_4
2024-01-31,41,Hospital_4
2024-02-01,45,Hospital_4
2024-02-02,37,Hospital_4
2024-02-03,27,Hospital_4
2024-02-04,19,Hospital_4
2024-02-05,34,Hospital_4
2024-02-06,36,Hospital_4
2024-02-07,39,Hospital_4
2024-02-08,35,Hospital_4
2024-02-09,26,Hospital_4
2024-02-10,25,Hospital_4
2024-02-11,22,Hospital_4
2024-02-12,5,Hospital_4
2024-02-13,26,Hospital_4
2024-02-14,41,Hospital_4
2024-02-15,34,Hospital_4
2024-02-16,38,Hospital_4
2024-02-17,27,Hospital_4
2024-02-18,20,Hospital_4
2024-02-19,28,Hospital_4
2024-02-20,42,Hospital_4
2024-02-21,35,Hospital_4
2024-02-22,38,Hospital_4
2024-02-23,34,Hospital_4
2024-02-24,29,Hospital_4
2024-02-25,22,Hospital_4
2024-02-26,52,Hospital_4
2024-02-27,42,Hospital_4
2024-02-28,29,Hospital_4
2024-02-29,37,Hospital_4
2024-03-01,49,Hospital_4
2024-03-02,44,Hospital_4
2024-03-03,19,Hospital_4
2024-03-04,28,Hospital_4
2024-03-05,36,Hospital_4
2024-03-06,44,Hospital_4
2024-03-07,32,Hospital_4
2024-03-08,36,Hospital_4
2024-03-09,16,Hospital_4
2024-03-10,49,Hospital_4
2024-03-11,28,Hospital_4
2024-03-12,34,Hospital_4
2024-03-13,31,Hospital_4
2024-03-14,31,Hospital_4
2024-03-15,29,Hospital_4
2024-03-16,25,Hospital_4
2024-03-17,18,Hospital_4
2024-03-18,40,Hospital_4
2024-03-19,36,Hospital_4
2024-03-20,41,Hospital_4
2024-03-21,31,Hospital_4
2024-03-22,30,Hospital_4
2024-03-23,40,Hospital_4
2024-03-24,22,Hospital_4
2024-03-25,33,Hospital_4
2024-03-26,41,Hospital_4
2024-03-27,33,Hospital_4
2024-03-28,26,Hospital_4
2024-03-29,22,Hospital_4
2024-03-30,28,Hospital_4
2024-03-31,15,Hospital_4
2024-04-01,38,Hospital_4
2024-04-02,30,Hospital_4
2024-04-03,28,Hospital_4
2024-04-04,34,Hospital_4
2024-04-05,14,Hospital_4
2024-04-06,19,Hospital_4
2024-04-07,7,Hospital_4
2024-04-08,13,Hospital_4
2024-04-09,2,Hospital_4
2024-04-10,11,Hospital_4
2024-04-11,10,Hospital_4
2024-04-12,6,Hospital_4
2024-04-13,37,Hospital_4
2024-04-14,16,Hospital_4
2024-04-15,35,Hospital_4
2024-04-16,39,Hospital_4
2024-04-17,28,Hospital_4
2024-04-18,45,Hospital_4
2024-04-19,40,Hospital_4
2024-04-20,34,Hospital_4
2024-04-21,16,Hospital_4
2024-04-22,36,Hospital_4
2024-04-23,40,Hospital_4
2024-04-24,31,Hospital_4
2024-04-25,53,Hospital_4
2024-04-26,29,Hospital_4
2024-04-27,26,Hospital_4
2024-04-28,14,Hospital_4
2024-04-29,35,Hospital_4
2024-04-30,36,Hospital_4
2024-05-01,27,Hospital_4
2024-05-02,34,Hospital_4
2024-05-03,35,Hospital_4
2024-05-04,37,Hospital_4
2024-05-05,16,Hospital_4
2024-05-06,48,Hospital_4
2024-05-07,26,Hospital_4
2024-05-08,37,Hospital_4
2024-05-09,35,Hospital_4
2024-05-10,39,Hospital_4
2024-05-11,33,Hospital_4
2024-05-12,18,Hospital_4
2024-05-13,43,Hospital_4
2024-05-14,40,Hospital_4
2024-05-15,48,Hospital_4
2024-05-16,44,Hospital_4
2024-05-17,34,Hospital_4
2024-05-18,27,Hospital_4
2024-05-19,13,Hospital_4
2024-05-20,40,Hospital_4
2024-05-21,33,Hospital_4
2024-05-22,41,Hospital_4
2024-05-23,37,Hospital_4
2024-05-24,28,Hospital_4
2024-05-25,29,Hospital_4
2024-05-26,20,Hospital_4
2024-05-27,52,Hospital_4
2024-05-28,33,Hospital_4
2024-05-29,41,Hospital_4
2024-05-30,49,Hospital_4
2024-05-31,37,Hospital_4
2024-06-01,30,Hospital_4
2024-06-02,16,Hospital_4
2024-06-03,40,Hospital_4
2024-06-04,37,Hospital_4
2024-06-05,35,Hospital_4
2024-06-06,41,Hospital_4
2024-06-07,31,Hospital_4
