Location,Month,Admitting Department,Admissions
Hospital_3,2023-12-01,Department_09,13
Hospital_3,2023-12-01,Department_10,10
Hospital_3,2023-12-01,Department_11,17
Hospital_3,2024-01-01,Department_01,102
Hospital_3,2024-01-01,Department_02,79
Hospital_3,2024-01-01,Department_03,60
Hospital_3,2024-01-01,Department_04,51
Hospital_3,2024-01-01,Department_05,34
Hospital_3,2024-01-01,Department_06,35
Hospital_3,2024-01-01,Department_07,20
Hospital_3,2024-01-01,Department_08,17
Hospital_3,2024-01-01,Department_09,8
Hospital_3,2024-01-01,Department_10,14
Hospital_3,2024-01-01,Department_11,16
Hospital_3,2024-01-01,Department_12,4
Hospital_3,2024-01-01,Department_13,4
Hospital_3,2024-01-01,Department_14,1
Hospital_3,2024-01-01,Department_15,1
Hospital_3,2024-01-01,Department_17,1
Hospital_3,2024-01-01,Department_26,1
Hospital_3,2024-02-01,Department_01,102
Hospital_3,2024-02-01,Department_02,60
Hospital_3,2024-02-01,Department_03,58
Hospital_3,2024-02-01,Department_04,35
Hospital_3,2024-02-01,Department_05,31
Hospital_3,2024-02-01,Department_06,39
Hospital_3,2024-02-01,Department_07,26
Hospital_3,2024-02-01,Department_08,23
Hospital_3,2024-02-01,Department_09,11
Hospital_3,2024-02-01,Department_10,15
Hospital_3,2024-02-01,Department_11,23
Hospital_3,2024-02-01,Department_12,2
Hospital_3,2024-02-01,Department_13,3
Hospital_3,2024-02-01,Department_15,1
Hospital_3,2024-02-01,Department_18,1
Hospital_3,2024-03-01,Department_01,129
Hospital_3,2024-03-01,Department_02,62
Hospital_3,2024-03-01,Department_03,68
Hospital_3,2024-03-01,Department_04,35
Hospital_3,2024-03-01,Department_05,39
Hospital_3,2024-03-01,Department_06,39
Hospital_3,2024-03-01,Department_07,24
Hospital_3,2024-03-01,Department_08,24
Hospital_3,2024-03-01,Department_09,17
Hospital_3,2024-03-01,Department_10,13
Hospital_3,2024-03-01,Department_11,8
Hospital_3,2024-03-01,Department_12,5
Hospital_3,2024-03-01,Department_13,1
Hospital_3,2024-03-01,Department_14,1
Hospital_3,2024-04-01,Department_01,82
Hospital_3,2024-04-01,Department_02,56
Hospital_3,2024-04-01,Department_03,69
Hospital_3,2024-04-01,Department_04,23
Hospital_3,2024-04-01,Department_05,38
Hospital_3,2024-04-01,Department_06,21
Hospital_3,2024-04-01,Department_07,21
Hospital_3,2024-04-01,Department_08,13
Hospital_3,2024-04-01,Department_09,12
Hospital_3,2024-04-01,Department_10,12
Hospital_3,2024-04-01,Department_11,12
Hospital_3,2024-04-01,Department_12,2
Hospital_3,2024-04-01,Department_14,1
Hospital_3,2024-04-01,Department_15,2
Hospital_3,2024-05-01,Department_01,150
Hospital_3,2024-05-01,Department_02,88
Hospital_3,2024-05-01,Department_03,73
Hospital_3,2024-05-01,Department_04,60
Hospital_3,2024-05-01,Department_05,43
Hospital_3,2024-05-01,Department_06,41
Hospital_3,2024-05-01,Department_07,17
Hospital_3,2024-05-01,Department_08,22
Hospital_3,2024-05-01,Department_09,24
Hospital_3,2024-05-01,Department_10,17
Hospital_3,2024-05-01,Department_11,13
Hospital_3,2024-05-01,Department_12,4
Hospital_3,2024-05-01,Department_13,5
Hospital_3,2024-05-01,Department_14,1
Hospital_3,2024-05-01,Department_17,1
Hospital_3,2024-05-01,Department_22,3
Hospital_3,2024-06-01,Department_01,110
Hospital_3,2024-06-01,Department_02,67
Hospital_3,2024-06-01,Department_03,66
Hospital_3,2024-06-01,Department_04,35
Hospital_3,2024-06-01,Department_05,41
Hospital_3,2024-06-01,Department_06,32
Hospital_3,2024-06-01,Department_07,27
Hospital_3,2024-06-01,Department_08,26
Hospital_3,2024-06-01,Department_09,25
Hospital_3,2024-06-01,Department_10,17
Hospital_3,2024-06-01,Department_11,13
Hospital_3,2024-06-01,Department_12,3
Hospital_3,2024-06-01,Department_13,3
Hospital_3,2024-06-01,Department_16,2
Hospital_3,2024-06-01,Department_18,1
Hospital_3,2024-06-01,Department_19,1
Hospital_3,2024-07-01,Department_01,121
Hospital_3,2024-07-01,Department_02,89
Hospital_3,2024-07-01,Department_03,82
Hospital_3,2024-07-01,Department_04,41
Hospital_3,2024-07-01,Department_05,39
Hospital_3,2024-07-01,Department_06,26
Hospital_3,2024-07-01,Department_07,22
Hospital_3,2024-07-01,Department_08,9
Hospital_3,2024-07-01,Department_09,28
Hospital_3,2024-07-01,Department_10,12
Hospital_3,2024-07-01,Department_11,15
Hospital_3,2024-07-01,Department_12,4
Hospital_3,2024-07-01,Department_13,3
Hospital_3,2024-07-01,Department_16,2
Hospital_3,2024-07-01,Department_18,1
Hospital_3,2024-07-01,Department_21,1
Hospital_3,2024-08-01,Department_01,126
Hospital_3,2024-08-01,Department_02,118
Hospital_3,2024-08-01,Department_03,92
Hospital_3,2024-08-01,Department_04,51
Hospital_3,2024-08-01,Department_05,29
Hospital_3,2024-08-01,Department_06,47
Hospital_3,2024-08-01,Department_07,29
Hospital_3,2024-08-01,Department_08,7
Hospital_3,2024-08-01,Department_09,15
Hospital_3,2024-08-01,Department_10,12
Hospital_3,2024-08-01,Department_11,6
Hospital_3,2024-08-01,Department_12,7
Hospital_3,2024-08-01,Department_13,2
Hospital_3,2024-08-01,Department_15,1
Hospital_3,2024-08-01,Department_18,1
Hospital_3,2024-09-01,Department_01,125
Hospital_3,2024-09-01,Department_02,105
Hospital_3,2024-09-01,Department_03,66
Hospital_3,2024-09-01,Department_04,38
Hospital_3,2024-09-01,Department_05,44
Hospital_3,2024-09-01,Department_06,35
Hospital_3,2024-09-01,Department_07,26
Hospital_3,2024-09-01,Department_08,15
Hospital_3,2024-09-01,Department_09,13
Hospital_3,2024-09-01,Department_10,11
Hospital_3,2024-09-01,Department_11,8
Hospital_3,2024-09-01,Department_12,4
Hospital_3,2024-09-01,Department_13,2
Hospital_3,2024-09-01,Department_14,1
Hospital_3,2024-09-01,Department_18,1
Hospital_3,2024-09-01,Department_20,1
Hospital_3,2024-10-01,Department_01,103
Hospital_3,2024-10-01,Department_02,103
Hospital_3,2024-10-01,Department_03,77
Hospital_3,2024-10-01,Department_04,57
Hospital_3,2024-10-01,Department_05,46
Hospital_3,2024-10-01,Department_06,51
Hospital_3,2024-10-01,Department_07,20
Hospital_3,2024-10-01,Department_08,10
Hospital_3,2024-10-01,Department_09,13
Hospital_3,2024-10-01,Department_10,15
Hospital_3,2024-10-01,Department_11,15
Hospital_3,2024-10-01,Department_12,4
Hospital_3,2024-10-01,Department_13,4
Hospital_3,2024-10-01,Department_14,1
Hospital_3,2024-10-01,Department_15,1
Hospital_3,2024-10-01,Department_18,1
Hospital_3,2024-11-01,Department_01,123
Hospital_3,2024-11-01,Department_02,85
Hospital_3,2024-11-01,Department_03,62
Hospital_3,2024-11-01,Department_04,40
Hospital_3,2024-11-01,Department_05,36
Hospital_3,2024-11-01,Department_06,38
Hospital_3,2024-11-01,Department_07,18
Hospital_3,2024-11-01,Department_08,20
Hospital_3,2024-11-01,Department_09,18
Hospital_3,2024-11-01,Department_10,15
Hospital_3,2024-11-01,Department_11,15
Hospital_3,2024-11-01,Department_12,5
Hospital_3,2024-11-01,Department_13,5
Hospital_3,2024-11-01,Department_14,1
Hospital_3,2024-11-01,Department_15,2
Hospital_3,2024-11-01,Department_17,1
Hospital_3,2024-11-01,Department_21,1
Hospital_3,2024-12-01,Department_01,101
Hospital_3,2024-12-01,Department_02,108
Hospital_3,2024-12-01,Department_03,95
Hospital_3,2024-12-01,Department_04,41
Hospital_3,2024-12-01,Department_05,62
Hospital_3,2024-12-01,Department_06,37
Hospital_3,2024-12-01,Department_07,7
Hospital_3,2024-12-01,Department_08,14
Hospital_3,2024-12-01,Department_09,20
Hospital_3,2024-12-01,Department_10,13
Hospital_3,2024-12-01,Department_11,22
Hospital_3,2024-12-01,Department_12,2
Hospital_3,2024-12-01,Department_13,1
Hospital_3,2024-12-01,Department_14,1
Hospital_3,2024-12-01,Department_15,1
Hospital_3,2025-01-01,Department_01,133
Hospital_3,2025-01-01,Department_02,74
Hospital_3,2025-01-01,Department_03,95
Hospital_3,2025-01-01,Department_04,51
Hospital_3,2025-01-01,Department_05,45
Hospital_3,2025-01-01,Department_06,47
Hospital_3,2025-01-01,Department_07,15
Hospital_3,2025-01-01,Department_08,16
Hospital_3,2025-01-01,Department_09,15
Hospital_3,2025-01-01,Department_10,14
Hospital_3,2025-01-01,Department_11,11
Hospital_3,2025-01-01,Department_12,5
Hospital_3,2025-01-01,Department_14,1
Hospital_3,2025-01-01,Department_16,1
Hospital_3,2025-02-01,Department_01,125
Hospital_3,2025-02-01,Department_02,71
Hospital_3,2025-02-01,Department_03,70
Hospital_3,2025-02-01,Department_04,59
Hospital_3,2025-02-01,Department_05,48
Hospital_3,2025-02-01,Department_06,36
Hospital_3,2025-02-01,Department_07,28
Hospital_3,2025-02-01,Department_08,24
Hospital_3,2025-02-01,Department_09,14
Hospital_3,2025-02-01,Department_10,17
Hospital_3,2025-02-01,Department_11,21
Hospital_3,2025-02-01,Department_12,7
Hospital_3,2025-02-01,Department_13,5
Hospital_3,2025-02-01,Department_14,2
Hospital_3,2025-02-01,Department_19,1
Hospital_3,2025-03-01,Department_01,111
Hospital_3,2025-03-01,Department_02,56
Hospital_3,2025-03-01,Department_03,75
Hospital_3,2025-03-01,Department_04,35
Hospital_3,2025-03-01,Department_05,39
Hospital_3,2025-03-01,Department_06,40
Hospital_3,2025-03-01,Department_07,25
Hospital_3,2025-03-01,Department_08,20
Hospital_3,2025-03-01,Department_09,11
Hospital_3,2025-03-01,Department_10,10
Hospital_3,2025-03-01,Department_11,9
Hospital_3,2025-03-01,Department_12,4
Hospital_3,2025-03-01,Department_13,2
Hospital_3,2025-03-01,Department_14,2
Hospital_3,2025-04-01,Department_01,118
Hospital_3,2025-04-01,Department_02,52
Hospital_3,2025-04-01,Department_03,85
Hospital_3,2025-04-01,Department_04,48
Hospital_3,2025-04-01,Department_05,59
Hospital_3,2025-04-01,Department_06,38
Hospital_3,2025-04-01,Department_07,17
Hospital_3,2025-04-01,Department_08,25
Hospital_3,2025-04-01,Department_09,10
Hospital_3,2025-04-01,Department_10,14
Hospital_3,2025-04-01,Department_11,14
Hospital_3,2025-04-01,Department_12,4
Hospital_3,2025-04-01,Department_13,4
Hospital_3,2025-04-01,Department_14,3
Hospital_3,2025-04-01,Department_17,1
Hospital_3,2025-05-01,Department_01,153
Hospital_3,2025-05-01,Department_02,91
Hospital_3,2025-05-01,Department_03,90
Hospital_3,2025-05-01,Department_04,65
Hospital_3,2025-05-01,Department_05,48
Hospital_3,2025-05-01,Department_06,51
Hospital_3,2025-05-01,Department_07,28
Hospital_3,2025-05-01,Department_08,26
Hospital_3,2025-05-01,Department_09,23
Hospital_3,2025-05-01,Department_10,20
Hospital_3,2025-05-01,Department_11,15
Hospital_3,2025-05-01,Department_12,5
Hospital_3,2025-05-01,Department_13,1
Hospital_3,2025-05-01,Department_15,1
Hospital_3,2025-05-01,Department_16,1
Hospital_3,2025-06-01,Department_01,86
Hospital_3,2025-06-01,Department_02,53
Hospital_3,2025-06-01,Department_03,72
Hospital_3,2025-06-01,Department_04,35
Hospital_3,2025-06-01,Department_05,43
Hospital_3,2025-06-01,Department_06,27
Hospital_3,2025-06-01,Department_07,19
Hospital_3,2025-06-01,Department_08,16
Hospital_3,2025-06-01,Department_09,18
Hospital_3,2025-06-01,Department_10,10
Hospital_3,2025-06-01,Department_11,23
Hospital_3,2025-06-01,Department_12,4
Hospital_3,2025-06-01,Department_13,1
Hospital_3,2025-06-01,Department_16,1
Hospital_3,2025-07-01,Department_01,132
Hospital_3,2025-07-01,Department_02,121
Hospital_3,2025-07-01,Department_03,94
Hospital_3,2025-07-01,Department_04,56
Hospital_3,2025-07-01,Department_05,44
Hospital_3,2025-07-01,Department_06,41
Hospital_3,2025-07-01,Department_07,26
Hospital_3,2025-07-01,Department_08,17
Hospital_3,2025-07-01,Department_09,23
Hospital_3,2025-07-01,Department_10,17
Hospital_3,2025-07-01,Department_11,15
Hospital_3,2025-07-01,Department_12,2
Hospital_3,2025-07-01,Department_13,1
Hospital_3,2025-07-01,Department_17,1
Hospital_3,2025-08-01,Department_01,107
Hospital_3,2025-08-01,Department_02,125
Hospital_3,2025-08-01,Department_03,66
Hospital_3,2025-08-01,Department_04,31
Hospital_3,2025-08-01,Department_05,45
Hospital_3,2025-08-01,Department_06,34
Hospital_3,2025-08-01,Department_07,9
Hospital_3,2025-08-01,Department_08,5
Hospital_3,2025-08-01,Department_09,14
Hospital_3,2025-08-01,Department_10,12
Hospital_3,2025-08-01,Department_11,13
Hospital_3,2025-08-01,Department_12,1
Hospital_3,2025-08-01,Department_13,1
Hospital_3,2025-08-01,Department_14,2
Hospital_3,2025-08-01,Department_15,2
Hospital_3,2025-09-01,Department_01,109
Hospital_3,2025-09-01,Department_02,99
Hospital_3,2025-09-01,Department_03,82
Hospital_3,2025-09-01,Department_04,37
Hospital_3,2025-09-01,Department_05,46
Hospital_3,2025-09-01,Department_06,36
Hospital_3,2025-09-01,Department_07,17
Hospital_3,2025-09-01,Department_08,16
Hospital_3,2025-09-01,Department_09,14
Hospital_3,2025-09-01,Department_10,7
Hospital_3,2025-09-01,Department_11,11
Hospital_3,2025-09-01,Department_12,5
Hospital_3,2025-09-01,Department_14,2
Hospital_3,2025-09-01,Department_17,1
Hospital_3,2025-10-01,Department_01,102
Hospital_3,2025-10-01,Department_02,114
Hospital_3,2025-10-01,Department_03,74
Hospital_3,2025-10-01,Department_04,61
Hospital_3,2025-10-01,Department_05,40
Hospital_3,2025-10-01,Department_06,41
Hospital_3,2025-10-01,Department_07,18
Hospital_3,2025-10-01,Department_08,12
Hospital_3,2025-10-01,Department_09,15
Hospital_3,2025-10-01,Department_10,11
Hospital_3,2025-10-01,Department_11,13
Hospital_3,2025-10-01,Department_12,2
Hospital_3,2025-10-01,Department_13,4
Hospital_3,2025-10-01,Department_15,1
Hospital_3,2025-11-01,Department_01,108
Hospital_3,2025-11-01,Department_02,69
Hospital_3,2025-11-01,Department_03,73
Hospital_3,2025-11-01,Department_04,56
Hospital_3,2025-11-01,Department_05,38
Hospital_3,2025-11-01,Department_06,40
Hospital_3,2025-11-01,Department_07,16
Hospital_3,2025-11-01,Department_08,19
Hospital_3,2025-11-01,Department_09,20
Hospital_3,2025-11-01,Department_10,13
Hospital_3,2025-11-01,Department_11,10
Hospital_3,2025-11-01,Department_12,4
Hospital_3,2025-11-01,Department_14,1
Hospital_3,2025-11-01,Department_15,2
Hospital_3,2025-12-01,Department_01,116
Hospital_3,2025-12-01,Department_02,94
Hospital_3,2025-12-01,Department_03,96
Hospital_3,2025-12-01,Department_04,59
Hospital_3,2025-12-01,Department_05,47
Hospital_3,2025-12-01,Department_06,34
Hospital_3,2025-12-01,Department_07,17
Hospital_3,2025-12-01,Department_08,19
Hospital_3,2025-12-01,Department_09,14
Hospital_3,2025-12-01,Department_10,12
Hospital_3,2025-12-01,Department_11,20
Hospital_3,2025-12-01,Department_12,3
Hospital_3,2025-12-01,Department_13,1
Hospital_3,2025-12-01,Department_14,2
Hospital_3,2026-01-01,Department_01,102
Hospital_3,2026-01-01,Department_02,89
Hospital_3,2026-01-01,Department_03,77
Hospital_3,2026-01-01,Department_04,51
Hospital_3,2026-01-01,Department_05,46
Hospital_3,2026-01-01,Department_06,34
Hospital_3,2026-01-01,Department_07,15
Hospital_3,2026-01-01,Department_08,21
Hospital_3,2026-01-01,Department_09,17
Hospital_3,2026-01-01,Department_10,13
Hospital_3,2026-01-01,Department_11,12
Hospital_3,2026-01-01,Department_12,6
Hospital_3,2026-01-01,Department_13,2
Hospital_3,2026-01-01,Department_16,1
Hospital_3,2026-02-01,Department_01,121
Hospital_3,2026-02-01,Department_02,85
Hospital_3,2026-02-01,Department_03,72
Hospital_3,2026-02-01,Department_04,52
Hospital_3,2026-02-01,Department_05,41
Hospital_3,2026-02-01,Department_06,35
Hospital_3,2026-02-01,Department_07,19
Hospital_3,2026-02-01,Department_08,19
Hospital_3,2026-02-01,Department_09,12
Hospital_3,2026-02-01,Department_10,11
Hospital_3,2026-02-01,Department_11,23
Hospital_3,2026-02-01,Department_12,8
Hospital_3,2026-02-01,Department_13,3
Hospital_3,2026-02-01,Department_14,1
Hospital_3,2026-02-01,Department_18,1
Hospital_3,2026-02-01,Department_19,1
Hospital_3,2026-03-01,Department_01,102
Hospital_3,2026-03-01,Department_02,37
Hospital_3,2026-03-01,Department_03,81
Hospital_3,2026-03-01,Department_04,36
Hospital_3,2026-03-01,Department_05,25
Hospital_3,2026-03-01,Department_06,31
Hospital_3,2026-03-01,Department_07,15
Hospital_3,2026-03-01,Department_08,22
Hospital_3,2026-03-01,Department_09,16
Hospital_3,2026-03-01,Department_10,12
Hospital_3,2026-03-01,Department_11,15
Hospital_3,2026-03-01,Department_12,3
Hospital_3,2026-03-01,Department_13,1
Hospital_3,2026-04-01,Department_01,176
Hospital_3,2026-04-01,Department_02,96
Hospital_3,2026-04-01,Department_03,122
Hospital_3,2026-04-01,Department_04,51
Hospital_3,2026-04-01,Department_05,64
Hospital_3,2026-04-01,Department_06,61
Hospital_3,2026-04-01,Department_07,41
Hospital_3,2026-04-01,Department_08,27
Hospital_3,2026-04-01,Department_09,22
Hospital_3,2026-04-01,Department_10,21
Hospital_3,2026-04-01,Department_11,19
Hospital_3,2026-04-01,Department_12,5
Hospital_3,2026-04-01,Department_13,4
Hospital_3,2026-04-01,Department_14,2
Hospital_3,2026-04-01,Department_17,1
Hospital_3,2026-05-01,Department_01,119
Hospital_3,2026-05-01,Department_02,70
Hospital_3,2026-05-01,Department_03,50
Hospital_3,2026-05-01,Department_04,44
Hospital_3,2026-05-01,Department_05,54
Hospital_3,2026-05-01,Department_06,35
Hospital_3,2026-05-01,Department_07,19
Hospital_3,2026-05-01,Department_08,12
Hospital_3,2026-05-01,Department_09,13
Hospital_3,2026-05-01,Department_10,16
Hospital_3,2026-05-01,Department_11,15
Hospital_3,2026-05-01,Department_12,2
Hospital_3,2026-05-01,Department_13,3
Hospital_3,2026-06-01,Department_01,147
Hospital_3,2026-06-01,Department_02,78
Hospital_3,2026-06-01,Department_03,105
Hospital_3,2026-06-01,Department_04,66
Hospital_3,2026-06-01,Department_05,60
Hospital_3,2026-06-01,Department_06,50
Hospital_3,2026-06-01,Department_07,32
Hospital_3,2026-06-01,Department_08,35
Hospital_3,2026-06-01,Department_09,23
Hospital_3,2026-06-01,Department_10,11
Hospital_3,2026-06-01,Department_11,18
Hospital_3,2026-06-01,Department_12,8
Hospital_3,2026-06-01,Department_13,6
Hospital_3,2026-06-01,Department_18,1
Hospital_4,2022-06-01,Department_01,112
Hospital_4,2022-06-01,Department_02,128
Hospital_4,2022-06-01,Department_03,113
Hospital_4,2022-06-01,Department_04,94
Hospital_4,2022-06-01,Department_05,69
Hospital_4,2022-06-01,Department_06,69
Hospital_4,2022-06-01,Department_07,46
Hospital_4,2022-06-01,Department_08,71
Hospital_4,2022-06-01,Department_09,43
Hospital_4,2022-06-01,Department_10,78
Hospital_4,2022-06-01,Department_11,45
Hospital_4,2022-06-01,Department_12,37
Hospital_4,2022-06-01,Department_13,14
Hospital_4,2022-06-01,Department_14,15
Hospital_4,2022-06-01,Department_15,9
Hospital_4,2022-06-01,Department_16,6
Hospital_4,2022-06-01,Department_17,8
Hospital_4,2022-06-01,Department_18,1
Hospital_4,2022-06-01,Department_19,7
Hospital_4,2022-06-01,Department_20,4
Hospital_4,2022-06-01,Department_26,1
Hospital_4,2022-07-01,Department_01,100
Hospital_4,2022-07-01,Department_02,109
Hospital_4,2022-07-01,Department_03,99
Hospital_4,2022-07-01,Department_04,93
Hospital_4,2022-07-01,Department_05,72
Hospital_4,2022-07-01,Department_06,43
Hospital_4,2022-07-01,Department_07,45
Hospital_4,2022-07-01,Department_08,49
Hospital_4,2022-07-01,Department_09,54
Hospital_4,2022-07-01,Department_10,37
Hospital_4,2022-07-01,Department_11,34
Hospital_4,2022-07-01,Department_12,17
Hospital_4,2022-07-01,Department_13,9
Hospital_4,2022-07-01,Department_14,9
Hospital_4,2022-07-01,Department_15,5
Hospital_4,2022-07-01,Department_16,2
Hospital_4,2022-07-01,Department_17,6
Hospital_4,2022-07-01,Department_18,4
Hospital_4,2022-07-01,Department_19,8
Hospital_4,2022-07-01,Department_20,1
Hospital_4,2022-07-01,Department_22,3
Hospital_4,2022-07-01,Department_23,1
Hospital_4,2022-08-01,Department_01,98
Hospital_4,2022-08-01,Department_02,112
Hospital_4,2022-08-01,Department_03,137
Hospital_4,2022-08-01,Department_04,105
Hospital_4,2022-08-01,Department_05,83
Hospital_4,2022-08-01,Department_06,55
Hospital_4,2022-08-01,Department_07,62
Hospital_4,2022-08-01,Department_08,44
Hospital_4,2022-08-01,Department_09,60
Hospital_4,2022-08-01,Department_10,97
Hospital_4,2022-08-01,Department_11,38
Hospital_4,2022-08-01,Department_12,30
Hospital_4,2022-08-01,Department_13,13
Hospital_4,2022-08-01,Department_14,9
Hospital_4,2022-08-01,Department_15,13
Hospital_4,2022-08-01,Department_16,5
Hospital_4,2022-08-01,Department_17,8
Hospital_4,2022-08-01,Department_18,4
Hospital_4,2022-08-01,Department_19,4
Hospital_4,2022-08-01,Department_21,1
Hospital_4,2022-08-01,Department_22,9
Hospital_4,2022-08-01,Department_23,1
Hospital_4,2022-09-01,Department_01,142
Hospital_4,2022-09-01,Department_02,111
Hospital_4,2022-09-01,Department_03,113
Hospital_4,2022-09-01,Department_04,83
Hospital_4,2022-09-01,Department_05,66
Hospital_4,2022-09-01,Department_06,51
Hospital_4,2022-09-01,Department_07,48
Hospital_4,2022-09-01,Department_08,36
Hospital_4,2022-09-01,Department_09,38
Hospital_4,2022-09-01,Department_10,54
Hospital_4,2022-09-01,Department_11,41
Hospital_4,2022-09-01,Department_12,30
Hospital_4,2022-09-01,Department_13,12
Hospital_4,2022-09-01,Department_14,12
Hospital_4,2022-09-01,Department_15,10
Hospital_4,2022-09-01,Department_16,5
Hospital_4,2022-09-01,Department_17,10
Hospital_4,2022-09-01,Department_18,7
Hospital_4,2022-09-01,Department_19,5
Hospital_4,2022-09-01,Department_20,2
Hospital_4,2022-09-01,Department_21,1
Hospital_4,2022-09-01,Department_23,1
Hospital_4,2022-09-01,Department_24,1
Hospital_4,2022-10-01,Department_01,175
Hospital_4,2022-10-01,Department_02,125
Hospital_4,2022-10-01,Department_03,105
Hospital_4,2022-10-01,Department_04,86
Hospital_4,2022-10-01,Department_05,65
Hospital_4,2022-10-01,Department_06,49
Hospital_4,2022-10-01,Department_07,44
Hospital_4,2022-10-01,Department_08,32
Hospital_4,2022-10-01,Department_09,36
Hospital_4,2022-10-01,Department_10,33
Hospital_4,2022-10-01,Department_11,44
Hospital_4,2022-10-01,Department_12,23
Hospital_4,2022-10-01,Department_13,13
Hospital_4,2022-10-01,Department_14,10
Hospital_4,2022-10-01,Department_15,8
Hospital_4,2022-10-01,Department_16,6
Hospital_4,2022-10-01,Department_17,5
Hospital_4,2022-10-01,Department_18,6
Hospital_4,2022-10-01,Department_19,3
Hospital_4,2022-10-01,Department_20,6
Hospital_4,2022-10-01,Department_28,1
Hospital_4,2022-11-01,Department_01,154
Hospital_4,2022-11-01,Department_02,120
Hospital_4,2022-11-01,Department_03,86
Hospital_4,2022-11-01,Department_04,98
Hospital_4,2022-11-01,Department_05,74
Hospital_4,2022-11-01,Department_06,46
Hospital_4,2022-11-01,Department_07,41
Hospital_4,2022-11-01,Department_08,28
Hospital_4,2022-11-01,Department_09,33
Hospital_4,2022-11-01,Department_10,23
Hospital_4,2022-11-01,Department_11,37
Hospital_4,2022-11-01,Department_12,25
Hospital_4,2022-11-01,Department_13,20
Hospital_4,2022-11-01,Department_14,19
Hospital_4,2022-11-01,Department_15,3
Hospital_4,2022-11-01,Department_16,10
Hospital_4,2022-11-01,Department_17,8
Hospital_4,2022-11-01,Department_18,7
Hospital_4,2022-11-01,Department_19,3
Hospital_4,2022-11-01,Department_20,1
Hospital_4,2022-11-01,Department_24,1
Hospital_4,2022-12-01,Department_01,106
Hospital_4,2022-12-01,Department_02,120
Hospital_4,2022-12-01,Department_03,84
Hospital_4,2022-12-01,Department_04,70
Hospital_4,2022-12-01,Department_05,61
Hospital_4,2022-12-01,Department_06,56
Hospital_4,2022-12-01,Department_07,31
Hospital_4,2022-12-01,Department_08,55
Hospital_4,2022-12-01,Department_09,29
Hospital_4,2022-12-01,Department_10,19
Hospital_4,2022-12-01,Department_11,29
Hospital_4,2022-12-01,Department_12,26
Hospital_4,2022-12-01,Department_13,20
Hospital_4,2022-12-01,Department_14,10
Hospital_4,2022-12-01,Department_15,8
Hospital_4,2022-12-01,Department_16,4
Hospital_4,2022-12-01,Department_17,11
Hospital_4,2022-12-01,Department_18,6
Hospital_4,2022-12-01,Department_19,9
Hospital_4,2022-12-01,Department_20,3
Hospital_4,2022-12-01,Department_21,2
Hospital_4,2022-12-01,Department_27,1
Hospital_4,2023-01-01,Department_01,116
Hospital_4,2023-01-01,Department_02,111
Hospital_4,2023-01-01,Department_03,104
Hospital_4,2023-01-01,Department_04,76
Hospital_4,2023-01-01,Department_05,87
Hospital_4,2023-01-01,Department_06,53
Hospital_4,2023-01-01,Department_07,58
Hospital_4,2023-01-01,Department_08,61
Hospital_4,2023-01-01,Department_09,40
Hospital_4,2023-01-01,Department_10,38
Hospital_4,2023-01-01,Department_11,39
Hospital_4,2023-01-01,Department_12,21
Hospital_4,2023-01-01,Department_13,26
Hospital_4,2023-01-01,Department_14,15
Hospital_4,2023-01-01,Department_15,9
Hospital_4,2023-01-01,Department_16,12
Hospital_4,2023-01-01,Department_17,11
Hospital_4,2023-01-01,Department_18,4
Hospital_4,2023-01-01,Department_19,3
Hospital_4,2023-01-01,Department_20,5
Hospital_4,2023-01-01,Department_22,1
Hospital_4,2023-02-01,Department_01,117
Hospital_4,2023-02-01,Department_02,91
Hospital_4,2023-02-01,Department_03,108
Hospital_4,2023-02-01,Department_04,82
Hospital_4,2023-02-01,Department_05,76
Hospital_4,2023-02-01,Department_06,55
Hospital_4,2023-02-01,Department_07,49
Hospital_4,2023-02-01,Department_08,44
Hospital_4,2023-02-01,Department_09,31
Hospital_4,2023-02-01,Department_10,32
Hospital_4,2023-02-01,Department_11,22
Hospital_4,2023-02-01,Department_12,28
Hospital_4,2023-02-01,Department_13,20
Hospital_4,2023-02-01,Department_14,14
Hospital_4,2023-02-01,Department_15,6
Hospital_4,2023-02-01,Department_16,4
Hospital_4,2023-02-01,Department_17,11
Hospital_4,2023-02-01,Department_18,5
Hospital_4,2023-02-01,Department_19,4
Hospital_4,2023-02-01,Department_20,7
Hospital_4,2023-03-01,Department_01,109
Hospital_4,2023-03-01,Department_02,108
Hospital_4,2023-03-01,Department_03,112
Hospital_4,2023-03-01,Department_04,98
Hospital_4,2023-03-01,Department_05,75
Hospital_4,2023-03-01,Department_06,61
Hospital_4,2023-03-01,Department_07,52
Hospital_4,2023-03-01,Department_08,57
Hospital_4,2023-03-01,Department_09,48
Hospital_4,2023-03-01,Department_10,28
Hospital_4,2023-03-01,Department_11,44
Hospital_4,2023-03-01,Department_12,30
Hospital_4,2023-03-01,Department_13,14
Hospital_4,2023-03-01,Department_14,22
Hospital_4,2023-03-01,Department_15,3
Hospital_4,2023-03-01,Department_16,10
Hospital_4,2023-03-01,Department_17,7
Hospital_4,2023-03-01,Department_18,3
Hospital_4,2023-03-01,Department_20,3
Hospital_4,2023-04-01,Department_01,82
Hospital_4,2023-04-01,Department_02,98
Hospital_4,2023-04-01,Department_03,61
Hospital_4,2023-04-01,Department_04,76
Hospital_4,2023-04-01,Department_05,51
Hospital_4,2023-04-01,Department_06,40
